Name,Team,Year,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS
John Edwards,ATL,2006,0.8,1.6,.484,0.0,0.0,,0.8,1.6,.484,0.2,0.3,.727,0.5,0.8,0.1,0.1,0.4,0.3,1.9,1.8
Howard Eisley,TOT,2006,1.1,3.2,.330,0.4,1.3,.310,0.7,1.9,.344,0.6,0.8,.833,0.1,0.9,2.2,0.3,0.1,0.7,1.1,3.2
Monta Ellis,GSW,2006,2.7,6.5,.415,0.6,1.7,.341,2.1,4.8,.441,0.9,1.2,.712,0.4,1.7,1.6,0.7,0.2,1.2,1.4,6.8
Francisco Elson,DEN,2006,2.1,3.9,.532,0.0,0.1,.200,2.1,3.9,.538,0.7,1.0,.662,1.4,3.3,0.7,0.8,0.6,0.9,2.9,4.9
Melvin Ely,CHA,2006,3.8,7.5,.508,0.0,0.0,.000,3.8,7.4,.511,2.2,3.4,.667,1.6,3.2,1.3,0.5,0.8,1.8,2.8,9.8
Maurice Evans,DET,2006,1.9,4.3,.452,0.5,1.5,.371,1.4,2.8,.493,0.7,0.8,.800,1.0,1.1,0.8,0.5,0.2,0.5,1.5,5.0
Reggie Evans,TOT,2006,2.0,4.0,.489,0.0,0.0,.000,2.0,4.0,.491,1.7,3.2,.530,2.6,4.9,0.6,0.6,0.1,1.3,2.5,5.6
Daniel Ewing,LAC,2006,1.5,3.9,.380,0.3,1.2,.282,1.1,2.7,.424,0.5,0.7,.783,0.3,0.9,1.3,0.6,0.1,0.9,1.3,3.8
Noel Felix,SEA,2006,0.5,2.1,.240,0.1,0.3,.333,0.4,1.8,.227,0.4,0.7,.625,0.3,0.8,0.2,0.2,0.3,0.7,1.1,1.5
Raymond Felton,CHA,2006,4.3,11.0,.391,1.2,3.4,.358,3.1,7.7,.405,2.0,2.8,.725,1.0,2.4,5.6,1.3,0.1,2.3,2.3,11.9
Michael Finley,SAS,2006,3.7,9.0,.412,1.4,3.6,.394,2.3,5.4,.423,1.3,1.5,.852,0.4,2.8,1.5,0.5,0.1,0.8,1.3,10.1
Derek Fisher,GSW,2006,4.4,10.8,.410,1.4,3.6,.397,3.0,7.2,.417,3.0,3.6,.833,0.4,2.1,4.3,1.5,0.1,1.9,2.9,13.3
Gerald Fitch,MIA,2006,1.7,4.9,.337,0.4,1.4,.269,1.3,3.5,.365,0.9,1.3,.739,0.4,1.3,1.8,0.4,0.3,0.8,1.6,4.7
Marcus Fizer,NOK,2006,3.0,5.7,.529,0.3,0.3,1.000,2.7,5.3,.500,0.3,0.7,.500,0.3,2.0,0.3,0.0,0.0,0.7,1.7,6.7
Sharrod Ford,PHO,2006,0.7,1.0,.667,0.0,0.0,,0.7,1.0,.667,0.0,0.0,,0.3,0.7,0.0,0.0,0.3,0.7,2.3,1.3
T.J. Ford,MIL,2006,4.6,11.0,.416,0.5,1.4,.337,4.1,9.5,.428,2.6,3.4,.754,0.9,3.4,6.6,1.4,0.1,3.0,2.7,12.2
Danny Fortson,SEA,2006,1.2,2.2,.529,0.0,0.0,,1.2,2.2,.529,1.4,1.9,.767,1.3,2.0,0.1,0.2,0.1,1.1,3.3,3.8
Jeff Foster,IND,2006,2.2,4.0,.552,0.0,0.1,.000,2.2,3.9,.561,1.5,2.5,.604,3.6,5.6,0.8,0.7,0.4,1.0,3.0,5.9
Adonal Foyle,GSW,2006,2.0,3.9,.507,0.0,0.0,,2.0,3.9,.507,0.5,0.9,.612,1.9,3.6,0.4,0.6,1.6,1.0,2.8,4.5
Richie Frahm,TOT,2006,1.2,3.0,.390,0.7,2.1,.329,0.5,0.9,.533,0.2,0.3,.700,0.1,0.9,0.6,0.1,0.1,0.2,0.9,3.3
Steve Francis,TOT,2006,4.8,10.9,.435,0.4,1.2,.301,4.4,9.7,.452,4.5,5.7,.787,1.1,3.1,4.9,1.1,0.2,3.1,2.9,14.4
Channing Frye,NYK,2006,4.7,9.8,.477,0.0,0.1,.333,4.6,9.7,.479,2.9,3.5,.825,2.1,3.6,0.8,0.5,0.7,1.5,3.1,12.3
Dan Gadzuric,MIL,2006,2.3,4.2,.553,0.0,0.0,.000,2.3,4.2,.555,0.6,1.2,.461,1.2,1.9,0.3,0.3,0.6,0.5,2.3,5.2
Deng Gai,PHI,2006,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reece Gaines,MIL,2006,0.5,1.0,.500,0.0,0.2,.000,0.5,0.8,.600,0.1,0.3,.250,0.0,0.0,0.3,0.1,0.0,0.1,0.1,1.1
Francisco Garc\xc3\xada,SAC,2006,1.9,4.9,.400,0.6,2.0,.285,1.4,2.8,.484,1.2,1.5,.772,0.6,2.2,1.4,0.6,0.7,1.1,2.0,5.6
Kevin Garnett*,MIN,2006,8.2,15.7,.526,0.1,0.4,.267,8.1,15.3,.532,5.2,6.4,.810,2.8,9.9,4.1,1.4,1.4,2.4,2.7,21.8
Pat Garrity,ORL,2006,1.8,4.2,.417,0.9,2.3,.388,0.9,2.0,.451,0.5,0.6,.811,0.5,1.4,0.7,0.2,0.2,0.7,1.9,4.9
Pau Gasol,MEM,2006,7.5,14.9,.503,0.0,0.2,.250,7.5,14.8,.505,5.3,7.7,.689,2.4,6.5,4.6,0.6,1.9,2.9,2.3,20.4
Devean George,LAL,2006,2.4,6.0,.400,0.7,2.3,.313,1.7,3.7,.453,0.8,1.2,.674,1.2,2.7,1.0,0.9,0.5,0.8,2.2,6.3
Eddie Gill,IND,2006,0.2,1.1,.222,0.2,0.6,.304,0.1,0.5,.136,0.4,0.6,.783,0.0,0.4,0.3,0.3,0.0,0.2,0.3,1.1
Manu Gin\xc3\xb3bili,SAS,2006,4.8,10.3,.462,1.3,3.3,.382,3.5,7.0,.500,4.3,5.5,.778,0.6,2.9,3.6,1.6,0.4,1.9,2.4,15.1
Gordan Giri\xc4\x8dek,UTA,2006,4.5,10.4,.433,0.5,1.6,.305,4.0,8.8,.457,1.2,1.5,.754,0.4,1.5,1.7,0.4,0.1,1.7,2.4,10.6
Anthony Goldwire,LAC,2006,0.3,2.3,.143,0.0,0.7,.000,0.3,1.7,.200,0.0,0.0,,0.0,0.3,0.7,0.0,0.0,0.3,0.0,0.7
Ryan Gomes,BOS,2006,2.8,5.8,.487,0.0,0.1,.333,2.8,5.7,.491,1.8,2.4,.752,1.7,3.2,1.0,0.6,0.1,0.9,1.4,7.6
Drew Gooden,CLE,2006,4.2,8.3,.512,0.0,0.0,.333,4.2,8.2,.513,2.2,3.3,.682,3.0,5.4,0.7,0.7,0.6,1.3,2.4,10.7
Ben Gordon,CHI,2006,6.1,14.4,.422,2.1,4.8,.435,4.0,9.6,.416,2.6,3.4,.787,0.5,2.2,3.0,0.9,0.1,2.3,3.0,16.9
Joey Graham,TOR,2006,2.5,5.2,.478,0.4,1.1,.333,2.1,4.1,.517,1.4,1.7,.812,0.7,2.3,0.8,0.5,0.2,1.2,2.9,6.7
Stephen Graham,TOT,2006,1.0,2.5,.389,0.1,0.5,.200,0.9,2.0,.432,0.6,0.7,.933,0.2,1.0,0.3,0.2,0.1,0.6,1.4,2.6
Danny Granger,IND,2006,2.8,6.1,.462,0.4,1.2,.323,2.4,4.9,.496,1.5,1.9,.777,1.7,3.2,1.2,0.7,0.8,1.0,2.7,7.5
Brian Grant,PHO,2006,1.3,3.1,.415,0.0,0.0,,1.3,3.1,.415,0.3,0.4,.875,0.5,2.2,0.3,0.2,0.1,0.3,2.1,2.9
Devin Green,LAL,2006,0.2,1.0,.214,0.0,0.1,.000,0.2,1.0,.231,0.5,0.8,.619,0.4,0.5,0.3,0.1,0.0,0.2,0.5,0.9
Gerald Green,BOS,2006,2.1,4.3,.478,0.2,0.6,.300,1.9,3.7,.508,0.9,1.2,.784,0.3,1.0,0.6,0.4,0.1,0.7,1.3,5.2
Willie Green,PHI,2006,2.8,6.6,.424,1.0,1.9,.526,1.8,4.7,.383,0.4,0.5,.800,0.1,1.4,0.5,0.2,0.0,1.2,1.3,7.0
Orien Greene,BOS,2006,1.3,3.2,.395,0.1,0.5,.225,1.1,2.7,.427,0.6,0.9,.662,0.5,1.4,1.6,1.0,0.1,1.4,2.3,3.2
Adrian Griffin,DAL,2006,1.9,3.9,.480,0.0,0.0,.000,1.9,3.9,.485,0.8,1.0,.774,1.4,2.9,1.7,1.0,0.2,0.8,2.2,4.6
Eddie Griffin,MIN,2006,1.9,5.3,.351,0.2,1.2,.195,1.6,4.1,.396,0.6,1.1,.595,1.5,4.0,0.6,0.2,2.1,0.6,1.8,4.6
Anthony Grundy,ATL,2006,1.6,3.2,.500,0.4,1.3,.333,1.2,1.9,.609,0.8,1.2,.643,0.1,1.3,0.8,0.6,0.0,0.8,1.2,4.3
Richard Hamilton,DET,2006,8.1,16.5,.491,0.7,1.5,.458,7.4,15.0,.494,3.2,3.8,.845,1.1,2.2,3.4,0.7,0.2,2.2,2.6,20.1
Zendon Hamilton,TOT,2006,0.6,1.2,.500,0.0,0.0,,0.6,1.2,.500,1.0,1.5,.667,0.3,0.7,0.0,0.3,0.0,0.5,0.4,2.2
Anfernee Hardaway,NYK,2006,1.0,3.5,.286,0.0,0.3,.000,1.0,3.3,.308,0.5,0.5,1.000,0.0,2.5,2.0,0.5,0.0,1.5,1.8,2.5
Matt Harpring,UTA,2006,4.5,9.5,.475,0.2,0.5,.359,4.3,9.0,.482,3.2,4.4,.725,2.2,3.0,1.4,0.8,0.2,1.5,2.8,12.5
Al Harrington,ATL,2006,7.3,16.1,.452,0.9,2.5,.346,6.4,13.5,.471,3.2,4.6,.694,1.7,5.1,3.1,1.1,0.2,2.6,4.0,18.6
Othella Harrington,CHI,2006,1.9,3.8,.495,0.0,0.0,,1.9,3.8,.495,1.1,1.7,.626,0.8,1.4,0.5,0.1,0.2,0.8,1.8,4.8
Devin Harris,DAL,2006,3.4,7.2,.469,0.1,0.4,.238,3.3,6.9,.482,3.0,4.2,.716,0.5,1.8,3.2,0.9,0.3,1.5,2.2,9.9
David Harrison,IND,2006,2.2,4.4,.503,0.0,0.0,,2.2,4.4,.503,1.3,2.6,.511,1.3,2.5,0.2,0.3,0.9,1.2,2.9,5.7
Jason Hart,SAC,2006,1.3,3.3,.389,0.1,0.5,.290,1.2,2.9,.405,0.6,0.8,.661,0.2,0.9,1.1,0.5,0.1,0.7,1.3,3.3
Udonis Haslem,MIA,2006,3.7,7.3,.508,0.0,0.0,.000,3.7,7.3,.509,1.9,2.5,.789,2.1,5.8,1.2,0.6,0.2,1.0,2.7,9.3
Trenton Hassell,MIN,2006,3.7,8.0,.464,0.1,0.3,.304,3.6,7.7,.470,1.7,2.3,.744,1.1,1.7,2.6,0.6,0.4,1.6,2.6,9.2
Chuck Hayes,HOU,2006,1.5,2.6,.562,0.0,0.0,.000,1.5,2.6,.567,0.7,1.1,.644,1.7,2.8,0.4,0.7,0.4,0.3,1.9,3.7
Jarvis Hayes,WAS,2006,3.7,8.7,.421,0.8,2.2,.362,2.9,6.5,.441,1.2,1.4,.833,0.9,2.7,1.3,0.8,0.0,1.0,1.8,9.3
Brendan Haywood,WAS,2006,2.8,5.5,.514,0.0,0.0,,2.8,5.5,.514,1.7,2.8,.585,2.5,3.4,0.6,0.4,1.3,1.2,2.9,7.3
Luther Head,HOU,2006,3.2,7.9,.403,1.4,3.9,.361,1.8,4.0,.445,1.1,1.5,.699,0.4,2.9,2.7,1.1,0.1,1.5,2.1,8.8
Alan Henderson,CLE,2006,0.9,1.8,.516,0.0,0.0,,0.9,1.8,.516,0.6,1.0,.673,1.2,1.5,0.2,0.2,0.2,0.4,1.1,2.5
Nen\xc3\xaa,DEN,2006,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
Grant Hill*,ORL,2006,5.7,11.6,.490,0.1,0.4,.250,5.6,11.2,.498,3.7,4.9,.765,0.7,3.1,2.3,1.1,0.3,1.7,2.4,15.1
Kirk Hinrich,CHI,2006,5.6,13.3,.418,1.6,4.2,.370,4.0,9.1,.441,3.2,3.9,.815,0.4,3.2,6.3,1.2,0.3,2.3,3.1,15.9
Julius Hodge,DEN,2006,0.4,0.9,.385,0.0,0.0,,0.4,0.9,.385,0.2,0.6,.375,0.4,0.1,0.4,0.1,0.0,0.6,0.5,0.9
Randy Holcomb,CHI,2006,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,0.0,0.0,,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.5
Robert Horry,SAS,2006,1.8,4.6,.384,0.8,2.3,.368,0.9,2.3,.399,0.7,1.1,.647,1.1,2.7,1.3,0.7,0.8,0.7,1.8,5.1
Eddie House,PHO,2006,4.0,9.4,.422,1.5,3.9,.389,2.4,5.5,.445,0.4,0.5,.805,0.2,1.4,1.8,0.5,0.1,0.9,1.2,9.8
Dwight Howard,ORL,2006,5.7,10.7,.531,0.0,0.0,.000,5.7,10.7,.532,4.3,7.3,.595,3.5,9.0,1.5,0.8,1.4,2.6,3.4,15.8
Josh Howard,DAL,2006,5.9,12.6,.471,0.5,1.1,.429,5.5,11.5,.475,3.3,4.5,.734,2.1,4.2,1.9,1.2,0.4,1.3,2.8,15.6
Juwan Howard,HOU,2006,4.9,10.7,.459,0.0,0.1,.000,4.9,10.7,.461,1.9,2.4,.806,2.1,4.6,1.4,0.6,0.1,1.7,2.9,11.8
Troy Hudson,MIN,2006,3.5,9.3,.381,1.1,2.8,.396,2.4,6.4,.375,1.3,1.4,.923,0.2,1.0,2.9,0.3,0.1,1.1,1.5,9.5
Larry Hughes,CLE,2006,5.3,13.0,.409,0.8,2.1,.368,4.6,10.9,.417,4.1,5.4,.756,0.7,3.8,3.6,1.5,0.6,2.8,3.3,15.5
Kris Humphries,UTA,2006,1.2,3.3,.379,0.0,0.1,.000,1.2,3.2,.389,0.5,1.0,.523,0.9,1.6,0.5,0.4,0.3,0.5,1.3,3.0
Lindsey Hunter,DET,2006,1.2,3.3,.370,0.4,1.4,.256,0.9,1.9,.456,0.1,0.1,.500,0.3,1.0,2.1,0.6,0.0,0.7,1.5,2.9
Steven Hunter,PHI,2006,2.5,4.2,.601,0.0,0.0,,2.5,4.2,.601,1.0,2.0,.514,1.6,2.3,0.2,0.2,1.1,0.9,1.7,6.1
Andre Iguodala,PHI,2006,4.2,8.4,.500,0.7,1.9,.354,3.5,6.5,.543,3.2,4.3,.754,1.4,4.4,3.1,1.6,0.3,1.9,2.4,12.3
Zydrunas Ilgauskas,CLE,2006,5.8,11.4,.506,0.0,0.1,.000,5.8,11.3,.509,4.1,4.9,.834,3.1,4.4,1.2,0.5,1.7,2.0,3.6,15.6
D.J. Mbenga,DAL,2006,0.7,1.4,.533,0.0,0.0,.000,0.7,1.4,.542,0.2,0.5,.500,0.4,0.9,0.0,0.1,0.6,0.4,1.1,1.7
Allen Iverson*,PHI,2006,11.3,25.3,.447,1.0,3.1,.323,10.3,22.2,.465,9.4,11.5,.814,0.6,2.6,7.4,1.9,0.1,3.4,1.7,33.0
Royal Ivey,ATL,2006,1.6,3.6,.439,0.1,0.1,.400,1.5,3.5,.441,0.3,0.5,.727,0.4,0.9,1.0,0.3,0.1,0.3,2.0,3.6
Jarrett Jack,POR,2006,2.4,5.4,.442,0.3,1.0,.263,2.1,4.5,.480,1.6,2.0,.800,0.2,1.8,2.8,0.5,0.0,1.3,1.7,6.7
Bobby Jackson,MEM,2006,4.0,10.5,.382,1.8,4.7,.389,2.2,5.9,.377,1.5,2.1,.733,0.6,2.5,2.7,0.9,0.0,1.4,2.2,11.4
Jermaine Jackson,MIL,2006,0.4,0.9,.423,0.0,0.1,.250,0.3,0.7,.455,0.4,0.5,.857,0.3,0.6,0.8,0.1,0.0,0.4,0.6,1.2
Jim Jackson,TOT,2006,1.2,4.0,.294,0.5,1.9,.243,0.7,2.2,.337,0.2,0.3,.692,0.3,1.6,0.9,0.3,0.2,0.9,1.3,3.0
Luke Jackson,CLE,2006,0.8,2.4,.341,0.3,1.0,.333,0.5,1.4,.347,0.7,0.9,.788,0.4,0.7,0.7,0.3,0.1,0.9,0.8,2.7
Marc Jackson,TOT,2006,2.7,5.8,.472,0.0,0.0,.500,2.7,5.7,.471,1.0,1.3,.805,1.3,2.0,0.7,0.2,0.1,1.0,2.0,6.5
Stephen Jackson,IND,2006,5.8,14.2,.411,1.4,4.2,.345,4.4,10.0,.439,3.3,4.2,.786,0.6,3.3,2.8,1.3,0.5,2.5,2.4,16.4
Jerome James,NYK,2006,1.2,2.7,.463,0.0,0.0,,1.2,2.7,.463,0.6,0.9,.625,0.9,1.2,0.3,0.1,0.5,1.1,2.3,3.0
LeBron James,CLE,2006,11.1,23.1,.480,1.6,4.8,.335,9.5,18.3,.518,7.6,10.3,.738,0.9,6.1,6.6,1.6,0.8,3.3,2.3,31.4
Mike James,TOR,2006,7.3,15.5,.469,2.1,4.8,.442,5.2,10.7,.481,3.6,4.3,.837,0.6,2.7,5.8,0.9,0.0,2.6,2.7,20.3
Antawn Jamison,WAS,2006,8.0,18.2,.442,1.8,4.5,.394,6.3,13.7,.458,2.6,3.6,.731,2.0,7.3,1.9,1.1,0.1,1.7,2.3,20.5
Marko Jari\xc4\x87,MIN,2006,3.0,7.5,.399,0.5,1.8,.301,2.5,5.8,.430,1.3,1.8,.688,0.8,2.3,3.9,1.4,0.3,1.7,2.5,7.8
\xc5\xa0ar\xc5\xabnas Jasikevi\xc4\x8dius,IND,2006,2.3,5.7,.396,1.1,3.1,.364,1.1,2.6,.435,1.6,1.8,.910,0.3,1.8,3.0,0.5,0.1,1.5,1.4,7.3
Al Jefferson,BOS,2006,3.2,6.4,.499,0.0,0.1,.000,3.2,6.4,.504,1.5,2.3,.642,1.6,3.4,0.5,0.5,0.8,1.1,2.8,7.9
Richard Jefferson,NJN,2006,6.3,12.9,.493,0.8,2.4,.319,5.6,10.5,.532,6.0,7.4,.812,1.2,5.6,3.8,0.8,0.2,2.2,2.5,19.5
Jared Jeffries,WAS,2006,2.4,5.4,.451,0.2,0.6,.320,2.2,4.7,.468,1.3,2.2,.589,2.1,2.8,1.9,0.8,0.6,1.3,2.9,6.4
Amir Johnson,DET,2006,2.3,3.3,.700,0.7,1.0,.667,1.7,2.3,.714,1.3,1.3,1.000,1.0,0.3,1.0,0.0,0.7,1.3,2.3,6.7
Anthony Johnson,IND,2006,3.6,8.0,.443,0.7,2.1,.329,2.9,6.0,.482,1.4,1.9,.752,0.4,1.8,4.3,0.8,0.3,1.5,1.8,9.2
DerMarr Johnson,DEN,2006,2.3,5.3,.431,1.0,2.8,.350,1.3,2.5,.521,0.6,0.7,.810,0.3,1.3,0.9,0.4,0.4,0.8,1.5,6.1
Ervin Johnson,MIL,2006,0.4,0.9,.412,0.0,0.0,,0.4,0.9,.412,0.1,0.1,.500,0.3,1.1,0.1,0.1,0.1,0.3,1.3,0.8
Joe Johnson,ATL,2006,7.7,17.0,.453,1.6,4.4,.356,6.1,12.6,.487,3.2,4.0,.791,1.2,2.9,6.5,1.3,0.4,3.3,2.3,20.2
Linton Johnson,TOT,2006,1.7,4.1,.409,0.4,1.0,.361,1.3,3.1,.425,0.5,0.8,.667,1.1,2.3,0.4,0.3,0.3,0.8,1.7,4.3
Dahntay Jones,MEM,2006,1.5,3.7,.414,0.0,0.3,.143,1.5,3.4,.438,0.8,1.3,.645,0.3,1.2,0.5,0.5,0.2,0.7,1.5,4.0
Damon Jones,CLE,2006,2.3,6.0,.387,1.7,4.5,.377,0.6,1.5,.417,0.4,0.6,.640,0.2,1.5,2.1,0.5,0.0,0.7,1.4,6.7
Dwayne Jones,BOS,2006,0.3,0.7,.400,0.0,0.0,,0.3,0.7,.400,0.4,0.9,.462,0.7,1.5,0.1,0.1,0.2,0.2,1.0,1.0
Eddie Jones,MEM,2006,3.9,9.6,.404,1.8,5.0,.356,2.1,4.6,.457,2.2,2.9,.781,0.5,3.3,2.4,1.7,0.4,1.2,2.7,11.8
Fred Jones,IND,2006,3.4,8.2,.417,0.9,2.8,.337,2.5,5.5,.457,1.8,2.4,.763,0.3,2.2,2.3,0.8,0.3,1.6,2.1,9.6
James Jones,PHO,2006,3.2,7.7,.418,1.5,3.8,.386,1.8,3.9,.449,1.4,1.6,.851,0.6,2.8,0.8,0.5,0.7,0.5,1.9,9.3
Jumaine Jones,CHA,2006,3.9,9.7,.405,1.5,4.4,.343,2.4,5.3,.456,1.2,1.6,.727,1.4,3.6,0.8,0.9,0.3,1.0,2.6,10.5
Chris Kaman,LAC,2006,4.7,9.1,.523,0.0,0.0,.000,4.7,9.0,.524,2.5,3.2,.770,2.4,7.2,1.0,0.6,1.4,2.3,3.4,11.9
Jason Kapono,MIA,2006,1.5,3.5,.446,0.4,1.0,.396,1.1,2.4,.468,0.5,0.6,.848,0.2,1.2,0.7,0.1,0.1,0.4,1.7,4.1
Mario Kasun,ORL,2006,1.1,2.5,.449,0.0,0.0,,1.1,2.5,.449,0.6,0.8,.783,0.9,1.3,0.1,0.1,0.1,0.5,2.5,2.9
Viktor Khryapa,POR,2006,2.3,5.0,.462,0.1,0.4,.333,2.1,4.5,.474,1.1,1.6,.694,1.7,2.8,1.3,0.7,0.4,1.2,3.0,5.8
Jason Kidd*,NJN,2006,4.6,11.3,.404,1.7,4.9,.352,2.8,6.4,.445,2.4,3.1,.795,1.1,6.2,8.4,1.9,0.4,2.4,2.0,13.3
Andrei Kirilenko,UTA,2006,4.9,10.6,.460,0.5,1.7,.308,4.3,8.9,.489,5.0,7.2,.699,2.3,5.7,4.3,1.5,3.2,2.9,2.3,15.3
Linas Kleiza,DEN,2006,1.3,2.8,.445,0.0,0.2,.154,1.2,2.6,.469,0.9,1.3,.704,0.6,1.3,0.2,0.2,0.2,0.3,1.4,3.5
Brevin Knight,CHA,2006,4.5,11.2,.399,0.0,0.2,.231,4.4,11.0,.402,3.7,4.6,.803,0.5,2.7,8.8,2.3,0.1,2.4,2.9,12.6
Yaroslav Korolev,LAC,2006,0.4,1.3,.300,0.1,0.3,.286,0.3,1.0,.304,0.3,0.4,.700,0.2,0.3,0.4,0.1,0.0,0.3,0.5,1.1
Kyle Korver,PHI,2006,4.0,9.3,.430,2.2,5.3,.420,1.7,3.9,.443,1.2,1.5,.849,0.3,3.0,2.0,0.8,0.3,1.2,2.7,11.5
Nenad Krsti\xc4\x87,NJN,2006,5.6,11.0,.507,0.0,0.1,.250,5.6,11.0,.509,2.3,3.3,.698,2.3,4.1,1.1,0.4,0.8,1.7,3.7,13.5
Toni Kuko\xc4\x8d*,MIL,2006,1.8,4.6,.389,0.7,2.3,.306,1.1,2.3,.470,0.6,0.9,.714,0.4,1.9,2.1,0.5,0.3,1.0,1.3,4.9
Raef LaFrentz,BOS,2006,2.9,6.7,.431,1.4,3.5,.392,1.5,3.2,.474,0.6,0.9,.680,1.0,4.0,1.4,0.4,0.9,0.8,3.3,7.8
Maciej Lampe,TOT,2006,0.3,1.8,.182,0.0,0.0,,0.3,1.8,.182,0.0,0.3,.000,0.7,0.8,0.3,0.0,0.0,0.5,0.3,0.7
David Lee,NYK,2006,2.0,3.4,.596,0.0,0.0,,2.0,3.4,.596,1.1,1.8,.577,1.6,2.9,0.6,0.4,0.3,0.8,1.9,5.1
Voshon Lenard,TOT,2006,2.9,7.3,.393,1.0,3.0,.321,1.9,4.3,.442,0.6,1.2,.516,0.2,1.6,1.6,0.8,0.2,1.2,1.5,7.3
Rashard Lewis,SEA,2006,6.9,14.8,.467,1.8,4.7,.384,5.1,10.0,.507,4.5,5.5,.818,1.4,3.6,2.3,1.3,0.6,1.8,2.4,20.1
Randy Livingston,CHI,2006,0.0,0.4,.000,0.0,0.0,,0.0,0.4,.000,0.0,0.0,,0.2,0.6,0.2,0.2,0.0,0.2,1.2,0.0
Shaun Livingston,LAC,2006,2.4,5.7,.427,0.0,0.1,.125,2.4,5.6,.434,0.9,1.3,.688,0.7,2.3,4.5,0.8,0.5,1.8,2.6,5.8
John Lucas III,HOU,2006,1.1,2.8,.389,0.2,0.7,.222,0.9,2.1,.444,0.0,0.0,,0.2,0.2,0.9,0.4,0.0,0.5,0.5,2.3
Tyronn Lue,ATL,2006,3.8,8.2,.459,1.1,2.5,.457,2.6,5.7,.460,2.3,2.7,.855,0.3,1.4,3.1,0.5,0.1,1.5,2.2,11.0
Arvydas Macijauskas,NOK,2006,0.7,2.2,.341,0.2,0.6,.250,0.6,1.5,.379,0.7,0.8,.867,0.2,0.4,0.3,0.4,0.0,0.4,0.5,2.3
Mark Madsen,MIN,2006,0.4,1.1,.409,0.0,0.1,.000,0.4,1.0,.458,0.3,0.8,.426,0.8,1.5,0.2,0.4,0.3,0.4,1.8,1.2
Corey Maggette,LAC,2006,5.2,11.7,.445,0.8,2.2,.338,4.5,9.5,.470,6.6,8.0,.828,0.9,4.4,2.1,0.6,0.1,2.4,3.0,17.8
Jamaal Magloire,MIL,2006,3.5,7.5,.467,0.0,0.0,,3.5,7.5,.467,2.2,4.1,.535,2.7,6.8,0.7,0.4,1.0,2.0,3.4,9.2
Stephon Marbury,NYK,2006,5.8,12.9,.451,0.6,1.7,.317,5.3,11.2,.472,4.1,5.4,.755,0.4,2.5,6.4,1.1,0.1,2.6,2.4,16.3
Shawn Marion,PHO,2006,8.8,16.9,.525,1.2,3.6,.331,7.7,13.3,.577,3.0,3.7,.809,3.1,8.8,1.8,2.0,1.7,1.5,2.8,21.8
Sean Marks,SAS,2006,1.5,2.8,.521,0.0,0.1,.000,1.5,2.7,.544,0.3,0.5,.583,0.5,1.2,0.3,0.2,0.3,0.3,0.8,3.2
Donyell Marshall,CLE,2006,3.3,8.3,.395,1.6,4.9,.324,1.7,3.4,.496,1.1,1.5,.748,1.3,4.8,0.7,0.7,0.5,1.1,2.0,9.3
Rawle Marshall,DAL,2006,1.0,2.6,.400,0.0,0.1,.333,1.0,2.5,.404,1.0,1.3,.759,0.3,1.0,0.4,0.3,0.3,0.7,0.7,3.1
Darrick Martin,TOR,2006,0.9,2.4,.351,0.4,1.0,.400,0.5,1.4,.316,0.5,0.6,.750,0.1,0.5,1.4,0.4,0.0,0.4,1.1,2.6
Kenyon Martin,DEN,2006,5.3,10.7,.495,0.1,0.4,.227,5.2,10.3,.505,2.2,3.0,.712,1.7,4.6,1.4,0.8,0.9,1.3,3.1,12.9
Kevin Martin,SAC,2006,3.6,7.6,.480,0.9,2.5,.369,2.7,5.1,.534,2.6,3.1,.847,0.8,2.8,1.3,0.8,0.1,1.1,1.9,10.8
Desmond Mason,NOK,2006,3.9,9.9,.399,0.0,0.1,.167,3.9,9.8,.401,2.9,4.3,.682,0.9,3.3,0.9,0.6,0.2,1.6,1.9,10.8
Jason Maxiell,DET,2006,0.9,2.1,.426,0.0,0.0,,0.9,2.1,.426,0.5,1.6,.333,0.5,0.6,0.1,0.2,0.2,0.4,0.5,2.3
Sean May,CHA,2006,3.0,7.4,.409,0.0,0.2,.000,3.0,7.2,.422,2.1,2.8,.766,1.8,2.9,1.0,0.7,0.5,1.4,2.5,8.2
Rashad McCants,MIN,2006,3.1,6.8,.450,0.8,2.3,.372,2.2,4.5,.490,1.0,1.3,.736,0.4,1.4,0.8,0.6,0.3,1.1,2.2,7.9
Walter McCarty,LAC,2006,0.9,2.8,.333,0.3,1.3,.222,0.6,1.5,.426,0.3,0.6,.571,0.4,1.5,0.6,0.2,0.1,0.5,1.4,2.4
Antonio McDyess,DET,2006,3.5,6.8,.509,0.0,0.0,.000,3.5,6.8,.511,0.8,1.5,.557,1.9,3.4,1.1,0.6,0.6,0.9,2.7,7.8
