Name,Team,Year,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS
Sasha Vuja\xc4\x8di\xc4\x87,LAL,2005,0.9,3.3,.282,0.5,1.8,.270,0.5,1.5,.296,0.5,0.5,.947,0.4,1.4,1.5,0.3,0.1,0.4,1.2,2.9
Dwyane Wade,MIA,2005,8.2,17.1,.478,0.2,0.6,.289,8.0,16.5,.485,7.5,9.9,.762,1.4,3.7,6.8,1.6,1.1,4.2,3.0,24.1
Dajuan Wagner,CLE,2005,1.6,5.0,.327,0.5,2.4,.192,1.2,2.6,.448,0.3,0.4,.750,0.0,0.2,1.2,0.5,0.0,0.8,1.4,4.0
Antoine Walker,TOT,2005,7.5,17.9,.422,1.4,4.4,.323,6.1,13.5,.455,2.6,4.8,.539,2.4,6.7,3.4,1.2,0.8,3.3,2.8,19.1
Samaki Walker,WAS,2005,0.8,2.2,.355,0.0,0.0,,0.8,2.2,.355,0.1,0.2,.667,0.6,0.7,0.3,0.2,0.5,0.6,1.8,1.7
Ben Wallace*,DET,2005,4.0,8.8,.453,0.0,0.1,.111,4.0,8.7,.458,1.8,4.1,.428,3.9,8.2,1.7,1.4,2.4,1.1,2.1,9.7
Gerald Wallace,CHA,2005,4.1,9.1,.449,0.2,0.9,.274,3.8,8.2,.468,2.7,4.1,.661,1.7,3.8,2.0,1.7,1.3,2.3,2.6,11.1
Rasheed Wallace,DET,2005,5.9,13.4,.440,0.9,3.0,.318,5.0,10.5,.475,1.7,2.5,.697,2.2,5.9,1.8,0.8,1.5,1.6,3.0,14.5
Luke Walton,LAL,2005,1.2,3.0,.411,0.3,1.0,.262,1.0,2.0,.487,0.6,0.8,.708,0.9,1.4,1.5,0.4,0.2,1.0,1.1,3.2
Charlie Ward,HOU,2005,1.7,5.5,.312,1.1,3.6,.314,0.6,1.9,.308,0.8,0.9,.846,0.4,2.4,3.1,1.1,0.0,1.3,1.6,5.4
Earl Watson,MEM,2005,3.0,6.9,.426,0.7,2.0,.319,2.3,4.9,.471,1.1,1.7,.659,0.4,1.6,4.5,1.0,0.2,2.1,2.3,7.7
Clarence Weatherspoon,HOU,2005,1.2,2.9,.412,0.0,0.0,,1.2,2.9,.412,0.7,0.9,.829,0.9,2.2,0.4,0.2,0.2,0.4,1.9,3.1
Chris Webber*,TOT,2005,8.3,19.1,.433,0.2,0.7,.341,8.1,18.5,.436,2.7,3.4,.794,1.9,7.2,4.7,1.4,0.8,2.7,3.2,19.5
Bonzi Wells,MEM,2005,3.9,8.9,.441,0.5,1.5,.346,3.4,7.4,.460,2.0,2.7,.750,0.7,2.6,1.2,1.2,0.4,1.3,2.4,10.4
Ji\xc5\x99\xc3\xad Welsch,TOT,2005,2.1,5.2,.402,0.5,1.5,.309,1.6,3.7,.441,1.8,2.4,.763,0.4,2.0,1.5,0.6,0.1,1.0,1.7,6.5
David Wesley,TOT,2005,4.2,10.5,.398,1.5,3.9,.375,2.7,6.6,.411,2.0,2.4,.857,0.5,2.4,3.3,1.2,0.1,1.4,2.7,11.9
David West,NOH,2005,2.5,5.7,.436,0.1,0.2,.400,2.4,5.6,.437,1.1,1.7,.680,1.3,3.0,0.8,0.4,0.5,1.2,2.1,6.2
Delonte West,BOS,2005,1.7,4.0,.426,0.6,1.7,.358,1.1,2.3,.477,0.5,0.7,.704,0.4,1.3,1.4,0.5,0.2,0.6,1.8,4.5
Jahidi White,CHA,2005,0.8,1.8,.452,0.0,0.0,,0.8,1.8,.452,0.8,2.4,.350,0.6,1.4,0.1,0.1,0.7,0.6,1.8,2.5
Rodney White,TOT,2005,2.1,5.0,.419,0.4,1.0,.400,1.7,3.9,.424,0.5,0.8,.614,0.4,1.1,0.8,0.6,0.2,0.6,1.1,5.1
Chris Wilcox,LAC,2005,3.1,6.1,.514,0.0,0.0,,3.1,6.1,.514,1.6,2.7,.611,1.2,3.1,0.7,0.5,0.4,1.4,2.4,7.9
Damien Wilkins,SEA,2005,2.5,5.8,.435,0.6,2.0,.271,2.0,3.8,.523,0.7,1.2,.618,1.0,1.3,0.9,0.8,0.3,0.6,1.9,6.3
Mike Wilks,SAS,2005,0.7,1.6,.416,0.1,0.3,.313,0.6,1.3,.443,0.3,0.3,.750,0.1,0.4,0.7,0.3,0.0,0.3,0.5,1.7
Aaron Williams,TOT,2005,0.7,1.5,.460,0.0,0.0,,0.7,1.5,.460,0.4,0.4,.882,0.4,1.0,0.2,0.1,0.2,0.4,1.7,1.7
Eric Williams,TOT,2005,2.6,6.0,.430,0.5,1.3,.384,2.1,4.7,.444,2.0,2.9,.696,0.8,2.3,1.7,0.7,0.1,1.1,2.7,7.7
Frank Williams,CHI,2005,0.3,2.2,.150,0.0,0.4,.000,0.3,1.8,.188,0.0,0.0,,0.2,0.4,1.2,0.2,0.3,0.3,1.0,0.7
Jason Williams,MEM,2005,3.7,9.1,.413,1.5,4.6,.324,2.2,4.4,.506,1.1,1.4,.792,0.3,1.5,5.6,1.1,0.1,1.8,1.3,10.1
Jerome Williams,NYK,2005,1.5,3.1,.502,0.0,0.1,.000,1.5,3.0,.513,1.5,2.2,.669,1.5,2.1,0.5,0.7,0.1,0.8,2.0,4.5
Mo Williams,MIL,2005,4.0,9.2,.438,0.4,1.2,.323,3.6,8.0,.456,1.7,2.0,.850,0.6,2.4,6.1,0.9,0.1,2.5,2.8,10.2
Scott Williams,CLE,2005,0.6,2.2,.293,0.0,0.1,.000,0.6,2.1,.300,0.5,0.6,.818,0.8,0.8,0.4,0.2,0.3,0.3,1.6,1.7
Corliss Williamson,TOT,2005,3.8,8.1,.467,0.0,0.0,.000,3.8,8.1,.469,2.7,3.4,.799,1.4,2.2,1.1,0.5,0.2,1.2,3.0,10.3
Kevin Willis,ATL,2005,1.2,3.1,.389,0.0,0.1,.000,1.2,3.0,.398,0.6,0.8,.739,1.0,1.6,0.3,0.3,0.2,0.5,1.8,3.0
Loren Woods,TOR,2005,1.6,3.6,.433,0.0,0.0,.000,1.6,3.6,.436,0.8,1.3,.576,1.8,3.1,0.4,0.2,0.9,0.8,1.7,3.9
Qyntel Woods,MIA,2005,1.7,4.0,.417,0.0,0.0,,1.7,4.0,.417,0.0,0.0,,0.7,1.3,0.0,1.3,0.0,0.7,2.0,3.3
Metta World Peace,IND,2005,8.4,17.0,.496,1.0,2.4,.412,7.4,14.6,.510,6.7,7.3,.922,1.1,5.3,3.1,1.7,0.9,2.4,3.9,24.6
Dorell Wright,MIA,2005,1.0,3.7,.273,0.0,1.3,.000,1.0,2.3,.429,0.3,0.3,1.000,0.0,0.3,1.0,1.3,0.0,1.0,0.7,2.3
Lorenzen Wright,MEM,2005,4.0,8.5,.469,0.0,0.0,.000,4.0,8.5,.471,1.6,2.5,.662,2.2,5.5,1.1,0.7,0.9,1.3,3.1,9.6
Wang Zhizhi,MIA,2005,0.9,1.8,.472,0.1,0.2,.667,0.8,1.7,.455,0.4,0.6,.583,0.3,0.6,0.3,0.2,0.1,0.3,0.5,2.2
Shareef Abdur-Rahim,SAC,2006,4.6,8.8,.525,0.1,0.3,.227,4.5,8.5,.536,3.0,3.9,.784,1.5,3.5,2.1,0.7,0.6,1.5,3.2,12.3
Alex Acker,DET,2006,0.8,3.2,.250,0.2,1.0,.200,0.6,2.2,.273,0.0,0.0,,0.2,0.8,0.8,0.2,0.0,0.8,0.8,1.8
Malik Allen,CHI,2006,2.2,4.6,.490,0.0,0.0,1.000,2.2,4.6,.488,0.4,0.7,.605,0.8,1.8,0.4,0.3,0.3,0.6,1.7,4.9
Ray Allen*,SEA,2006,8.7,19.2,.454,3.4,8.4,.412,5.3,10.9,.486,4.2,4.6,.903,0.9,3.3,3.7,1.3,0.2,2.4,1.9,25.1
Tony Allen,BOS,2006,2.5,5.4,.471,0.2,0.7,.324,2.3,4.7,.492,2.0,2.6,.746,0.6,1.5,1.3,1.0,0.4,1.3,2.5,7.2
Rafer Alston,HOU,2006,4.4,11.7,.379,1.6,5.0,.327,2.8,6.8,.418,1.6,2.3,.692,0.6,3.5,6.7,1.6,0.2,2.5,3.1,12.1
Chris Andersen,NOK,2006,1.8,3.1,.571,0.0,0.0,,1.8,3.1,.571,1.5,3.2,.476,1.9,2.9,0.2,0.3,1.3,0.8,2.6,5.0
Alan Anderson,CHA,2006,2.1,5.0,.414,0.7,1.6,.414,1.4,3.4,.415,0.9,1.1,.805,0.6,1.3,0.9,0.3,0.1,0.9,1.3,5.8
Derek Anderson,TOT,2006,2.5,7.0,.356,0.9,3.1,.299,1.6,3.9,.402,2.2,2.6,.838,0.5,2.8,2.3,0.5,0.1,1.3,2.3,8.1
Shandon Anderson,MIA,2006,1.1,2.6,.429,0.1,0.4,.263,1.0,2.2,.458,0.3,0.4,.722,0.4,1.3,0.6,0.4,0.1,0.5,1.6,2.6
Martynas Andriu\xc5\xa1kevi\xc4\x8dius,CLE,2006,0.0,0.2,.000,0.0,0.0,,0.0,0.2,.000,0.0,0.0,,0.2,0.5,0.0,0.3,0.0,0.0,0.2,0.0
Carmelo Anthony,DEN,2006,9.5,19.7,.481,0.5,1.9,.243,9.0,17.8,.506,7.2,8.9,.808,1.5,3.4,2.7,1.1,0.5,2.7,2.9,26.5
Rafael Ara\xc3\xbajo,TOR,2006,1.0,2.8,.366,0.0,0.0,.000,1.0,2.8,.368,0.3,0.5,.536,0.8,1.9,0.3,0.5,0.1,0.8,2.0,2.3
Gilbert Arenas,WAS,2006,9.3,20.9,.447,2.5,6.8,.369,6.8,14.1,.485,8.2,10.0,.820,0.7,2.8,6.1,2.0,0.3,3.7,3.6,29.3
Trevor Ariza,TOT,2006,1.6,4.0,.412,0.0,0.1,.200,1.6,3.9,.416,1.4,2.2,.606,1.4,2.5,1.1,1.0,0.2,1.1,1.8,4.6
Darrell Armstrong,DAL,2006,0.7,2.1,.336,0.2,0.8,.229,0.5,1.3,.400,0.5,0.7,.786,0.3,1.0,1.4,0.4,0.0,0.9,1.1,2.1
Carlos Arroyo,TOT,2006,2.2,4.9,.444,0.1,0.3,.350,2.1,4.6,.450,1.4,1.8,.774,0.4,1.3,3.0,0.5,0.1,1.1,1.5,5.8
Chucky Atkins,TOT,2006,3.2,8.1,.394,1.4,3.9,.354,1.8,4.2,.431,1.8,2.3,.791,0.3,1.4,2.8,0.6,0.0,1.2,2.1,9.5
Stacey Augmon,ORL,2006,0.7,2.0,.342,0.0,0.0,,0.7,2.0,.342,0.6,0.8,.700,0.5,1.0,0.6,0.3,0.2,0.3,1.1,2.0
Vin Baker,LAC,2006,0.9,1.9,.467,0.0,0.0,,0.9,1.9,.467,1.6,2.3,.722,0.3,2.1,0.5,0.5,0.5,1.1,1.6,3.4
Marcus Banks,TOT,2006,3.8,8.1,.468,0.4,1.1,.349,3.4,7.0,.486,2.0,2.5,.803,0.4,1.9,3.8,0.9,0.2,2.1,2.8,10.0
Leandro Barbosa,PHO,2006,4.8,9.9,.481,1.5,3.4,.444,3.3,6.5,.501,1.9,2.6,.755,0.5,2.1,2.8,0.8,0.1,1.6,2.5,13.1
Matt Barnes,TOT,2006,1.3,2.5,.500,0.1,0.3,.200,1.2,2.2,.536,0.6,0.8,.681,0.9,1.3,0.5,0.4,0.1,0.5,1.8,3.1
Andre Barrett,TOT,2006,2.0,5.5,.365,0.1,0.7,.143,1.9,4.7,.400,0.5,0.6,.750,0.5,0.8,2.7,0.5,0.0,0.8,0.7,4.6
Earl Barron,MIA,2006,0.6,2.0,.313,0.0,0.0,,0.6,2.0,.313,0.4,0.5,.750,0.3,1.0,0.0,0.0,0.0,0.6,1.3,1.6
Brent Barry,SAS,2006,2.1,4.7,.452,1.1,2.7,.396,1.0,1.9,.531,0.5,0.8,.661,0.4,1.8,1.7,0.5,0.4,0.7,1.3,5.8
Jon Barry,HOU,2006,1.3,3.3,.385,0.6,1.6,.375,0.7,1.7,.394,1.2,1.5,.828,0.1,1.5,1.3,0.7,0.1,1.1,1.3,4.3
Eddie Basden,CHI,2006,0.8,1.9,.405,0.1,0.4,.143,0.7,1.6,.467,0.4,0.5,.800,0.4,1.1,0.4,0.5,0.1,0.5,0.9,2.1
Brandon Bass,NOK,2006,1.0,2.4,.400,0.0,0.0,,1.0,2.4,.400,0.4,0.7,.632,0.6,1.7,0.1,0.1,0.2,0.4,0.6,2.3
Esteban Batista,ATL,2006,0.6,1.4,.425,0.0,0.0,.000,0.6,1.4,.430,0.6,0.9,.623,1.1,1.5,0.1,0.3,0.2,0.7,1.9,1.8
Tony Battie,ORL,2006,3.4,6.7,.507,0.0,0.1,.000,3.4,6.7,.513,1.1,1.6,.664,1.8,3.8,0.6,0.6,0.8,1.1,3.0,7.9
Shane Battier,MEM,2006,3.7,7.7,.488,0.8,2.0,.394,2.9,5.6,.522,1.8,2.6,.707,2.0,3.3,1.7,1.1,1.4,1.1,2.8,10.1
Lonny Baxter,TOT,2006,1.1,2.5,.433,0.0,0.0,,1.1,2.5,.433,0.7,0.9,.800,1.1,1.8,0.1,0.3,0.2,0.5,1.4,2.9
Charlie Bell,MIL,2006,3.1,6.9,.439,1.2,2.8,.423,1.8,4.1,.450,1.1,1.5,.708,0.4,1.7,2.2,1.0,0.1,0.7,2.1,8.4
Raja Bell,PHO,2006,5.4,11.8,.457,2.5,5.6,.442,2.9,6.1,.471,1.5,1.8,.788,0.6,2.6,2.6,1.0,0.3,1.1,3.1,14.7
Jonathan Bender,IND,2006,2.0,2.5,.800,0.0,0.0,,2.0,2.5,.800,1.0,1.0,1.000,0.0,2.0,1.0,0.0,0.5,0.0,1.0,5.0
Mike Bibby,SAC,2006,7.3,16.9,.432,2.3,6.1,.386,4.9,10.8,.458,4.2,4.9,.849,0.4,2.6,5.4,1.0,0.1,2.4,2.1,21.1
Andris Biedri\xc5\x86\xc5\xa1,GSW,2006,1.7,2.7,.638,0.0,0.0,,1.7,2.7,.638,0.3,1.1,.306,1.8,2.3,0.4,0.3,0.7,0.5,2.8,3.8
Chauncey Billups,DET,2006,5.2,12.5,.418,2.3,5.2,.433,3.0,7.2,.407,5.7,6.4,.894,0.5,2.6,8.6,0.9,0.1,2.1,2.0,18.5
Steve Blake,POR,2006,3.0,6.9,.438,1.1,2.7,.413,1.9,4.2,.455,1.1,1.3,.791,0.4,1.8,4.5,0.6,0.1,1.2,1.6,8.2
Andray Blatche,WAS,2006,0.9,2.3,.388,0.1,0.4,.231,0.8,1.9,.426,0.3,0.4,.833,0.4,0.9,0.3,0.2,0.2,0.4,1.2,2.2
Mark Blount,TOT,2006,4.6,9.1,.508,0.0,0.0,,4.6,9.1,.508,2.1,2.7,.757,1.2,3.3,1.2,0.5,0.9,2.4,3.1,11.3
Keith Bogans,TOT,2006,3.0,7.6,.395,0.9,2.8,.325,2.1,4.8,.436,1.8,2.6,.683,0.8,2.8,1.8,1.0,0.1,1.3,2.3,8.6
Andrew Bogut,MIL,2006,3.9,7.4,.533,0.0,0.0,.000,3.9,7.4,.536,1.5,2.4,.629,2.3,4.7,2.3,0.6,0.8,1.5,3.2,9.4
Matt Bonner,TOR,2006,2.7,6.0,.448,1.3,3.1,.420,1.4,2.9,.478,0.8,1.0,.829,1.1,2.5,0.7,0.6,0.4,0.4,2.8,7.5
Calvin Booth,WAS,2006,0.6,1.4,.426,0.0,0.1,.500,0.6,1.4,.422,0.2,0.3,.556,0.6,1.0,0.4,0.3,0.3,0.2,1.3,1.4
Carlos Boozer,UTA,2006,6.6,12.1,.549,0.0,0.0,,6.6,12.1,.549,3.0,4.2,.723,2.2,6.4,2.7,0.9,0.2,2.1,3.2,16.3
Chris Bosh*,TOR,2006,7.8,15.5,.505,0.0,0.2,.000,7.8,15.3,.511,6.8,8.3,.816,2.9,6.3,2.6,0.7,1.1,2.2,3.0,22.5
Bruce Bowen,SAS,2006,2.8,6.5,.433,1.3,3.0,.424,1.6,3.5,.440,0.6,1.0,.607,0.4,3.5,1.5,1.0,0.4,0.8,2.3,7.5
Ryan Bowen,HOU,2006,0.5,1.8,.298,0.0,0.3,.136,0.5,1.5,.333,0.2,0.2,.786,0.5,0.8,0.4,0.3,0.1,0.2,1.3,1.3
Earl Boykins,DEN,2006,4.5,11.0,.410,1.0,3.0,.346,3.5,8.0,.434,2.5,2.9,.874,0.4,1.0,3.8,0.8,0.1,1.4,1.2,12.6
Michael Bradley,PHI,2006,0.7,1.7,.405,0.0,0.1,.200,0.7,1.6,.419,0.0,0.1,.667,0.9,1.5,0.4,0.1,0.2,0.4,0.8,1.5
Elton Brand,LAC,2006,9.6,18.2,.527,0.0,0.0,.333,9.6,18.1,.527,5.6,7.2,.775,3.0,7.0,2.6,1.0,2.5,2.2,2.9,24.7
Primo\xc5\xbe Brezec,CHA,2006,5.2,10.0,.517,0.0,0.0,.000,5.2,10.0,.518,2.1,2.8,.732,2.3,3.3,0.6,0.2,0.4,1.1,2.9,12.4
Devin Brown,UTA,2006,2.6,6.5,.393,0.5,1.5,.331,2.1,5.0,.411,2.0,2.6,.745,0.9,1.7,1.3,0.5,0.2,1.2,1.9,7.5
Kwame Brown,LAL,2006,2.8,5.4,.526,0.0,0.0,.000,2.8,5.4,.527,1.8,3.3,.545,2.5,4.0,1.0,0.4,0.6,1.4,2.7,7.4
P.J. Brown,NOK,2006,3.6,7.8,.461,0.0,0.0,,3.6,7.8,.461,1.9,2.2,.827,2.4,4.9,1.2,0.6,0.7,1.2,2.9,9.0
Rick Brunson,TOT,2006,0.8,2.0,.389,0.2,0.5,.385,0.6,1.5,.390,0.3,0.4,.583,0.0,0.8,1.3,0.3,0.0,0.8,0.8,2.0
Kobe Bryant*,LAL,2006,12.2,27.2,.450,2.3,6.5,.347,10.0,20.7,.482,8.7,10.2,.850,0.9,4.4,4.5,1.8,0.4,3.1,2.9,35.4
Greg Buckner,DEN,2006,2.5,5.7,.434,1.2,3.3,.354,1.3,2.4,.546,0.6,0.8,.782,0.4,2.4,1.7,1.2,0.3,0.7,2.5,6.7
Pat Burke,PHO,2006,1.5,3.0,.496,0.0,0.2,.286,1.5,2.9,.508,0.3,0.5,.619,0.5,1.2,0.4,0.1,0.3,0.8,1.5,3.4
Antonio Burks,MEM,2006,0.9,2.5,.354,0.0,0.1,.167,0.9,2.4,.362,0.2,0.4,.435,0.1,0.6,1.3,0.4,0.0,0.6,0.8,2.0
Kevin Burleson,CHA,2006,0.6,2.3,.250,0.3,1.4,.185,0.3,0.9,.353,0.4,0.4,.941,0.1,0.6,1.2,0.7,0.1,0.6,1.6,1.8
Caron Butler,WAS,2006,6.6,14.5,.455,0.5,1.6,.342,6.0,12.9,.469,3.9,4.4,.870,1.5,4.7,2.5,1.7,0.2,2.3,3.2,17.6
Jackie Butler,NYK,2006,2.1,3.9,.544,0.0,0.0,,2.1,3.9,.544,1.1,1.4,.753,1.2,2.1,0.5,0.3,0.6,1.1,2.3,5.3
Rasual Butler,NOK,2006,3.3,8.0,.406,1.2,3.1,.380,2.1,4.9,.422,1.0,1.4,.693,0.6,2.3,0.5,0.4,0.6,0.8,1.8,8.7
Andrew Bynum,LAL,2006,0.7,1.8,.402,0.0,0.0,,0.7,1.8,.402,0.2,0.6,.296,0.7,1.0,0.2,0.1,0.5,0.4,1.2,1.6
Will Bynum,GSW,2006,1.4,3.5,.404,0.1,0.6,.222,1.3,2.9,.442,0.7,1.1,.625,0.2,0.6,1.3,0.5,0.0,0.9,0.7,3.6
\xc5\xbdarko \xc4\x8cabarkapa,GSW,2006,1.1,2.9,.385,0.1,0.3,.250,1.0,2.5,.403,1.0,1.4,.714,0.6,1.2,0.3,0.2,0.1,0.6,1.4,3.3
Jos\xc3\xa9 Calder\xc3\xb3n,TOR,2006,2.1,4.9,.423,0.1,0.7,.163,2.0,4.2,.465,1.2,1.4,.848,0.5,1.7,4.5,0.7,0.1,1.6,1.5,5.5
Marcus Camby,DEN,2006,5.4,11.6,.465,0.0,0.2,.091,5.4,11.4,.472,2.0,2.8,.712,2.4,9.6,2.1,1.4,3.3,1.6,2.8,12.8
Brian Cardinal,MEM,2006,1.3,3.1,.414,0.4,0.8,.448,0.9,2.3,.402,0.5,0.8,.704,0.3,1.2,0.9,0.6,0.0,0.8,1.8,3.4
Matt Carroll,CHA,2006,2.5,6.1,.403,0.9,2.4,.389,1.5,3.7,.412,1.8,2.2,.821,0.4,1.6,0.4,0.6,0.1,0.6,1.5,7.6
Anthony Carter,MIN,2006,1.2,3.0,.387,0.1,0.3,.267,1.1,2.7,.402,0.9,1.2,.727,0.2,1.2,2.2,0.5,0.2,0.9,1.6,3.3
Vince Carter,NJN,2006,8.3,19.2,.430,1.6,4.6,.341,6.7,14.6,.459,6.1,7.6,.799,1.7,4.1,4.3,1.2,0.7,2.7,3.0,24.2
Sam Cassell,LAC,2006,6.3,14.3,.443,0.9,2.4,.368,5.4,11.8,.459,3.7,4.3,.863,0.5,3.2,6.3,0.9,0.1,2.2,2.9,17.2
Kelvin Cato,TOT,2006,1.3,3.1,.429,0.0,0.0,,1.3,3.1,.429,1.0,1.3,.743,0.7,1.9,0.1,0.2,0.4,0.7,1.9,3.6
Tyson Chandler,CHI,2006,2.0,3.6,.565,0.0,0.0,.000,2.0,3.6,.567,1.2,2.4,.503,3.4,5.7,1.0,0.5,1.3,1.6,3.8,5.3
Calbert Cheaney,GSW,2006,1.0,2.6,.389,0.0,0.2,.000,1.0,2.4,.420,0.2,0.2,1.000,0.5,1.0,0.5,0.3,0.0,0.4,0.9,2.2
Josh Childress,ATL,2006,3.8,6.8,.552,0.4,0.9,.492,3.3,5.9,.560,2.1,2.7,.766,1.8,3.4,1.8,1.2,0.5,1.4,2.5,10.0
Doug Christie,DAL,2006,1.3,3.7,.346,0.0,0.1,.000,1.3,3.6,.360,1.1,1.7,.667,0.3,1.6,2.0,1.3,0.1,0.9,1.4,3.7
Speedy Claxton,NOK,2006,4.3,10.4,.413,0.2,0.9,.270,4.0,9.5,.426,3.5,4.5,.769,0.5,2.2,4.8,1.5,0.1,2.2,2.5,12.3
Mateen Cleaves,SEA,2006,0.9,2.6,.352,0.1,0.6,.250,0.8,2.0,.382,0.7,0.9,.792,0.1,0.4,1.6,0.1,0.1,0.5,1.1,2.7
Jarron Collins,UTA,2006,1.6,3.5,.461,0.0,0.0,,1.6,3.5,.461,2.0,2.8,.717,1.7,2.5,1.2,0.5,0.3,0.8,3.2,5.3
Jason Collins,NJN,2006,1.5,3.7,.397,0.0,0.2,.250,1.4,3.5,.404,0.6,1.2,.512,1.3,3.5,1.0,0.6,0.6,0.9,3.5,3.6
Nick Collison,SEA,2006,3.1,6.0,.525,0.0,0.0,.000,3.1,5.9,.529,1.2,1.7,.699,2.2,3.4,1.1,0.3,0.5,1.2,3.2,7.5
Brian Cook,LAL,2006,3.2,6.3,.511,0.4,1.0,.429,2.8,5.3,.527,1.0,1.2,.832,1.1,2.3,0.9,0.5,0.4,0.8,2.5,7.9
Jamal Crawford,NYK,2006,4.6,11.1,.416,1.3,3.7,.345,3.4,7.4,.452,3.7,4.5,.826,0.5,2.7,3.8,1.1,0.2,2.2,1.9,14.3
Austin Croshere,IND,2006,2.6,5.7,.463,1.1,2.8,.386,1.6,2.9,.538,1.8,2.0,.882,1.2,4.1,1.2,0.4,0.1,1.0,2.1,8.2
Eddy Curry,NYK,2006,4.7,8.3,.563,0.0,0.0,,4.7,8.3,.563,4.3,6.8,.632,2.0,4.0,0.3,0.4,0.8,2.5,3.3,13.6
Samuel Dalembert,PHI,2006,3.0,5.6,.531,0.0,0.0,.000,3.0,5.6,.533,1.4,2.0,.705,2.4,5.8,0.4,0.5,2.4,1.6,3.7,7.3
Erick Dampier,DAL,2006,2.1,4.2,.493,0.0,0.0,,2.1,4.2,.493,1.5,2.6,.591,3.3,4.5,0.6,0.3,1.3,1.4,3.2,5.7
Antonio Daniels,WAS,2006,2.9,6.9,.418,0.3,1.3,.228,2.6,5.6,.461,3.6,4.2,.845,0.2,1.9,3.6,0.7,0.1,1.1,1.2,9.6
Marquis Daniels,DAL,2006,4.0,8.3,.480,0.1,0.3,.211,3.9,8.0,.491,2.2,3.0,.754,1.3,2.3,2.8,1.1,0.2,1.6,2.3,10.2
Antonio Davis,TOT,2006,1.9,4.3,.432,0.0,0.0,.000,1.9,4.3,.434,1.2,1.8,.642,2.0,2.7,0.5,0.5,0.2,1.2,2.8,4.9
Baron Davis,GSW,2006,6.2,15.9,.389,1.9,6.0,.315,4.3,9.9,.434,3.6,5.4,.675,0.8,3.5,8.9,1.6,0.3,2.9,3.1,17.9
Dale Davis,DET,2006,0.3,0.9,.375,0.0,0.0,.000,0.3,0.8,.391,0.3,0.5,.533,0.8,1.1,0.2,0.0,0.3,0.1,0.8,0.9
Josh Davis,TOT,2006,0.3,1.2,.286,0.0,0.3,.000,0.3,0.8,.400,0.3,0.5,.667,0.5,0.2,0.2,0.3,0.0,0.2,0.5,1.0
Ricky Davis,TOT,2006,7.5,16.7,.448,0.9,3.1,.302,6.6,13.6,.481,3.5,4.4,.797,0.8,3.7,5.1,1.2,0.2,2.7,2.4,19.4
Carlos Delfino,DET,2006,1.3,3.3,.403,0.3,0.9,.333,1.0,2.4,.428,0.7,1.0,.672,0.4,1.3,0.6,0.3,0.2,0.5,1.3,3.6
Tony Delk,TOT,2006,3.0,6.7,.441,0.8,2.0,.426,2.1,4.8,.447,0.8,1.1,.741,0.6,1.6,1.4,0.5,0.0,0.8,1.2,7.6
Luol Deng,CHI,2006,5.7,12.2,.463,0.3,1.0,.269,5.4,11.2,.481,2.7,3.5,.750,1.6,5.0,1.9,0.9,0.6,1.3,1.6,14.3
Boris Diaw,PHO,2006,5.5,10.5,.526,0.1,0.4,.267,5.4,10.2,.536,2.1,2.9,.731,2.0,4.9,6.2,0.7,1.0,2.3,3.2,13.3
Dan Dickau,BOS,2006,0.9,2.4,.370,0.5,1.1,.500,0.4,1.4,.269,0.9,0.9,1.000,0.3,0.6,2.1,0.6,0.1,0.9,2.1,3.3
Travis Diener,ORL,2006,1.3,3.0,.420,1.1,2.5,.439,0.2,0.5,.333,0.2,0.3,.833,0.2,0.7,0.7,0.3,0.0,0.4,1.0,3.8
Ike Diogu,GSW,2006,2.5,4.8,.524,0.0,0.0,,2.5,4.8,.524,2.0,2.4,.810,1.4,1.9,0.4,0.2,0.4,1.1,2.4,7.0
DeSagana Diop,DAL,2006,0.9,1.9,.487,0.0,0.0,.500,0.9,1.9,.487,0.5,0.9,.542,1.8,2.8,0.3,0.5,1.8,0.4,3.1,2.3
Juan Dixon,POR,2006,4.7,10.8,.435,0.9,2.2,.382,3.8,8.6,.449,2.1,2.6,.804,0.4,1.9,2.0,0.8,0.1,1.5,2.1,12.3
Michael Doleac,MIA,2006,1.2,2.8,.420,0.0,0.0,,1.2,2.8,.420,0.8,1.0,.800,0.7,2.0,0.3,0.3,0.2,0.5,1.5,3.2
Keyon Dooling,ORL,2006,3.6,8.1,.440,0.3,0.9,.302,3.3,7.2,.456,2.0,2.4,.835,0.2,1.3,2.2,1.0,0.1,1.6,2.3,9.4
Chris Duhon,CHI,2006,2.9,7.3,.400,1.4,3.8,.360,1.6,3.5,.442,1.6,1.9,.818,0.4,2.6,5.0,0.9,0.0,1.6,2.1,8.7
Tim Duncan*,SAS,2006,7.2,14.8,.484,0.0,0.1,.400,7.2,14.8,.485,4.2,6.7,.629,2.9,8.1,3.2,0.9,2.0,2.5,2.7,18.6
Mike Dunleavy,GSW,2006,4.1,10.1,.406,0.9,3.2,.285,3.2,6.9,.462,2.4,3.1,.778,1.0,4.0,2.9,0.7,0.4,1.5,2.5,11.5
Ronald Dupree,MIN,2006,0.9,1.8,.524,0.0,0.0,.000,0.9,1.7,.532,0.4,1.1,.341,0.6,0.8,0.4,0.3,0.0,0.4,1.2,2.2
